StudentID,FirstName,LastName,Class,Term,Math,English,Science,History,Attendance (%),ProjectScore,Passed (Y/N),IncomeStudent,Cohort,Track
2139,Harper,Lee,10B,2,61.0,91.0,35.4,95.8,70.6,66.1,True,True,27-28,Finance
2200,Logan,Morgan,12B,1,52.0,82.0,34.4,41.5,95.7,45.4,True,False,27-28,Finance
2118,Logan,Harris,11B,2,62.4,42.8,70.8,81.0,86.0,74.2,True,False,26-27,Finance
2119,Olivia,Martin,10B,2,39.2,46.1,67.5,93.5,68.3,80.5,True,False,25-26,Finance
2086,Emma,Brown,10B,1,77.1,63.1,75.8,68.5,75.1,86.5,True,False,27-28,Finance
2044,Olivia,Harris,12B,1,65.8,72.3,48.4,41.5,85.0,54.5,True,True,27-28,Finance
2167,Emma,Taylor,10B,2,56.0,76.7,66.8,53.7,88.2,61.6,True,True,27-28,Finance
2088,Mia,White,10B,1,56.3,85.6,32.1,39.8,62.0,58.0,True,False,26-27,Finance
2165,Mia,Walker,11B,1,40.2,92.1,65.0,45.3,73.6,74.0,True,False,26-27,Finance
2101,Isabella,White,11B,2,44.7,43.9,87.9,66.0,88.9,84.5,True,False,27-28,Finance
2091,Isabella,Walker,10B,2,68.2,80.6,70.0,32.1,76.5,42.8,True,False,25-26,Finance
2168,Evelyn,Harris,12B,1,32.3,69.2,81.0,44.2,96.4,86.9,True,False,27-28,Finance
2036,James,Walker,12B,2,99.8,50.5,82.1,40.0,62.4,91.7,True,True,25-26,Finance
2187,Ethan,Martin,10B,2,95.7,36.6,81.7,48.4,96.2,70.8,True,False,26-27,Finance
2189,Alice,Harris,10B,2,89.0,78.2,80.9,69.6,61.8,83.0,True,False,26-27,Finance
2035,Alice,Lee,11B,1,91.2,34.9,59.8,48.9,96.9,40.4,True,True,27-28,Finance
2104,Logan,Johnson,12B,1,31.3,50.5,66.1,43.7,85.1,63.1,False,True,26-27,Finance
2169,Isabella,White,11B,2,83.3,68.1,83.7,81.3,62.7,56.3,True,True,25-26,Finance
2192,Noah,Lee,12B,2,59.2,66.2,59.0,84.6,73.1,44.2,True,True,26-27,Finance
2108,Ethan,Taylor,10B,1,48.5,64.9,95.9,82.9,80.0,85.3,True,True,26-27,Finance
2070,Lucas,Smith,12B,1,55.5,38.2,68.4,39.7,64.3,53.5,True,False,25-26,Finance
2097,James,Brown,10B,1,91.4,32.2,43.6,75.5,68.9,68.1,True,False,26-27,Finance
2052,Olivia,Lee,12B,2,71.7,63.1,75.7,82.1,69.1,46.5,True,True,26-27,Finance
2177,Liam,Brown,10B,2,62.4,79.2,66.5,49.2,70.0,69.3,True,False,25-26,Finance
2007,Harper,Morgan,11B,2,40.1,62.4,83.5,99.5,95.7,77.4,True,True,25-26,Finance
2014,Isabella,Morgan,12B,1,35.8,50.9,63.9,73.2,87.3,55.2,True,True,27-28,Finance
2107,Olivia,White,11B,1,90.7,75.4,93.0,43.2,82.7,88.9,True,True,25-26,Finance
2171,Olivia,Smith,12B,1,89.6,44.2,63.9,53.6,84.8,83.4,True,False,26-27,Finance
2093,Mia,White,10B,1,36.5,87.8,48.2,92.8,82.2,46.0,True,True,25-26,Finance
2173,Benjamin,Lee,12B,2,57.9,61.4,52.7,49.6,69.9,44.4,True,True,27-28,Finance
2161,Isabella,Martin,12B,1,77.0,56.3,49.0,79.4,88.4,57.4,True,False,27-28,Finance
2049,Evelyn,Johnson,11B,2,74.8,31.0,74.9,46.1,77.4,40.4,True,True,27-28,Finance
2144,Noah,Morgan,12B,1,72.3,76.6,86.8,39.1,81.3,98.7,True,False,26-27,Finance
2012,Evelyn,Brown,12B,2,73.8,40.2,90.5,75.0,83.7,67.0,True,True,27-28,Finance
2055,Lucas,Walker,10B,1,67.0,90.7,61.5,49.2,97.0,86.6,True,False,27-28,Finance
2068,Sophia,Johnson,10B,2,81.3,34.1,57.1,63.8,61.9,70.9,True,False,27-28,Finance
2071,Daniel,White,12B,1,52.8,44.8,34.9,71.7,86.8,83.1,True,True,27-28,Finance
2031,Mia,Martin,12B,2,55.8,70.4,43.3,33.8,64.3,77.8,True,True,27-28,Finance
1000,Ethan,Smith,10B,2,66.2,97.7,59.0,87.8,69.8,95.3,True,True,27-28,Finance
2006,Isabella,Brown,10B,2,42.6,73.7,56.0,52.5,66.4,47.0,True,False,25-26,Finance
2043,Evelyn,Morgan,10B,2,59.0,38.2,68.3,67.1,81.9,70.3,True,False,26-27,Finance
2066,Noah,Harris,11B,1,32.9,63.1,76.9,95.7,65.7,65.9,True,True,26-27,Finance
2026,Harper,White,12B,1,56.1,95.7,86.9,97.2,75.4,88.2,True,True,27-28,Finance
2157,Liam,Harris,10B,1,87.5,64.9,79.6,56.9,67.6,53.3,True,False,25-26,Finance
2184,Mia,Taylor,12B,1,65.5,55.2,79.4,51.5,75.3,64.2,True,False,25-26,Finance
2194,Emma,Taylor,12B,2,71.0,46.9,72.7,33.4,75.5,74.5,True,False,25-26,Finance
2135,Sophia,Lee,10B,1,87.1,59.7,91.5,54.0,86.5,55.9,True,True,27-28,Finance
2179,Harper,Smith,12B,1,73.2,80.5,69.3,51.0,97.2,66.7,True,True,26-27,Finance
2186,Ava,Taylor,10B,2,33.6,45.5,74.2,85.0,86.1,76.8,True,True,26-27,Finance
2114,Logan,Walker,10B,2,90.6,95.9,42.6,52.4,64.4,62.5,True,True,25-26,Finance
2133,Mason,Harris,12B,1,63.4,60.8,56.2,58.3,65.4,69.4,True,False,26-27,Finance
2158,Evelyn,Taylor,10B,2,82.6,73.2,65.1,77.7,64.2,89.2,True,True,25-26,Finance
2126,Benjamin,Taylor,12B,2,84.2,38.3,94.1,93.9,71.7,60.5,True,False,25-26,Finance
2140,Daniel,Harris,11B,1,44.1,89.6,89.5,87.1,83.5,45.7,True,True,25-26,Finance
2116,Emma,Walker,11B,1,53.1,45.3,51.6,79.7,83.6,81.6,True,True,26-27,Finance
2195,Emma,Taylor,10B,2,38.0,58.1,52.3,71.1,70.1,53.7,True,False,27-28,Finance
2029,Alice,Harris,11B,2,33.2,55.4,58.0,92.9,97.5,58.8,True,True,26-27,Finance
2124,Daniel,Johnson,12B,1,66.9,59.2,83.1,79.4,79.1,91.0,True,False,27-28,Finance
2009,Logan,Lee,12B,2,66.8,73.6,71.7,49.5,81.0,63.1,True,False,25-26,Finance
2162,Mason,Walker,10B,2,62.8,41.8,77.6,63.8,84.1,46.4,True,True,26-27,Finance
2155,Mason,Smith,12B,1,81.5,90.0,88.1,52.8,65.8,45.3,True,False,26-27,Finance
2188,Evelyn,Lee,12B,2,84.8,39.1,50.5,67.6,80.0,74.1,True,True,27-28,Finance
2084,Alice,Harris,11B,1,31.4,77.1,69.0,89.8,66.3,76.2,True,True,27-28,Finance
2092,Mason,Johnson,10B,2,93.1,39.1,44.0,31.8,81.5,85.0,True,True,26-27,Finance
2111,James,Smith,11B,2,32.2,98.5,37.9,66.1,62.0,75.7,True,True,26-27,Finance
2174,Evelyn,Lee,10B,2,73.1,46.0,95.6,52.7,82.4,60.7,True,True,27-28,Finance
2183,Ava,Taylor,11B,2,85.6,35.0,75.4,51.1,77.3,45.7,True,False,26-27,Finance
2042,Noah,Brown,12B,1,61.8,87.6,69.6,99.4,85.9,62.9,True,False,27-28,Finance
2011,Isabella,White,10B,1,80.0,64.5,76.6,83.5,88.4,87.5,True,True,27-28,Finance
2040,Emma,Taylor,10B,1,48.1,49.3,84.8,67.5,67.2,40.6,True,False,26-27,Finance
2056,Ava,Walker,12B,2,35.0,64.9,79.1,33.0,76.9,40.7,True,True,27-28,Finance
2010,Ethan,Lee,10B,2,33.3,58.4,86.2,83.6,90.1,40.2,True,False,26-27,Finance
2058,Noah,Harris,12B,2,56.6,53.9,93.1,62.5,73.1,49.2,True,True,27-28,Finance
2153,Ava,Walker,11B,1,39.7,97.7,56.3,51.0,60.7,93.8,True,True,26-27,Finance
2180,Noah,White,10B,1,85.9,88.2,56.2,36.3,74.4,89.5,True,False,27-28,Finance
2005,Logan,Morgan,12B,1,57.6,82.3,48.8,49.9,63.7,96.8,True,True,27-28,Finance
2008,James,Walker,10B,1,65.2,94.7,51.6,54.2,93.0,74.6,True,False,27-28,Finance
2075,Emma,Morgan,12B,2,34.3,52.8,64.6,43.3,71.2,58.2,False,True,26-27,Finance
2105,Sophia,Harris,11B,1,52.1,33.8,88.1,55.2,81.1,71.7,True,True,25-26,Finance
2041,Amelia,Morgan,11B,1,46.2,40.8,90.0,65.0,78.0,53.8,True,True,26-27,Finance
2078,Mason,Lee,11B,1,64.7,32.0,52.5,51.0,92.2,87.5,True,False,27-28,Finance
2099,Lucas,White,11B,1,87.2,86.1,48.4,80.5,61.7,88.7,True,True,27-28,Finance
2147,Daniel,Brown,12B,2,100.0,82.0,63.0,68.6,62.0,87.4,True,True,27-28,Finance
2027,Daniel,Brown,12B,1,54.1,98.8,76.2,63.3,69.6,88.1,True,False,25-26,Finance
2064,Benjamin,Morgan,10B,1,91.6,77.6,86.4,40.2,83.8,90.4,True,True,26-27,Finance
2094,Mia,Morgan,10B,1,46.4,97.8,86.9,84.5,91.0,76.6,True,True,25-26,Finance
2117,Mia,Harris,12B,2,32.9,68.9,76.3,44.2,75.0,40.6,True,False,25-26,Finance
2136,Ava,Johnson,12B,2,70.2,55.8,49.7,54.0,89.9,85.7,True,False,27-28,Finance
2145,Logan,Brown,10B,2,36.3,98.0,79.9,77.7,68.8,83.1,True,True,27-28,Finance
2166,Alice,Taylor,12B,1,43.0,36.9,78.5,76.5,78.3,70.6,True,False,26-27,Finance
2047,Mia,Brown,12B,1,44.8,93.1,72.7,51.4,86.9,60.4,True,False,26-27,Finance
2032,Elijah,Walker,11B,2,33.3,37.8,90.5,31.1,63.4,85.2,False,True,26-27,Finance
2034,Emma,Smith,10B,2,30.3,49.5,77.6,55.5,99.3,75.8,True,True,25-26,Finance
2090,Ava,Morgan,12B,1,50.0,59.9,44.2,93.7,79.8,89.7,True,True,27-28,Finance
2110,Sophia,Martin,10B,1,93.4,69.9,54.8,40.0,90.4,55.7,True,True,25-26,Finance
2002,Emma,Brown,12B,2,96.9,82.7,87.9,63.8,95.3,85.4,True,True,25-26,Finance
2067,Alice,Harris,10B,1,62.4,78.5,48.2,77.1,90.6,47.0,True,False,26-27,Finance
2127,Emma,Harris,10B,2,55.5,86.5,89.2,75.7,91.1,48.0,True,False,25-26,Finance
2016,Ethan,Brown,10B,2,84.1,63.2,55.1,92.8,78.9,84.8,True,True,25-26,Finance
2021,Mia,Taylor,12B,1,84.8,92.2,40.1,51.8,81.5,82.2,True,False,27-28,Finance
2106,Evelyn,White,10B,2,81.6,58.1,74.4,70.7,79.5,47.9,True,True,25-26,Finance
2069,Mia,Brown,12B,1,88.9,36.9,92.0,75.5,66.1,81.4,True,True,26-27,Finance
2095,Ava,Walker,12B,2,62.9,64.3,48.5,35.6,76.2,96.9,True,True,27-28,Finance
2103,Benjamin,Morgan,11B,2,62.1,34.9,73.2,40.3,78.5,57.2,True,True,26-27,Finance
2129,Amelia,Smith,11B,1,30.2,64.4,88.0,51.4,70.9,48.7,True,False,27-28,Finance
2181,Ava,Walker,12B,1,97.2,42.6,77.0,70.4,80.0,57.8,True,False,26-27,Finance
2050,Daniel,Taylor,12B,1,59.6,69.4,86.2,72.3,95.5,72.8,True,False,26-27,Finance
2089,Benjamin,Taylor,10B,2,84.8,88.7,67.3,77.9,92.6,88.3,True,False,25-26,Finance
2160,Emma,Lee,12B,1,61.1,82.7,35.0,94.4,99.7,84.7,True,False,25-26,Finance
2193,Ethan,Brown,11B,1,77.9,50.6,92.7,40.6,97.1,69.5,True,True,27-28,Finance
2196,Sophia,Martin,12B,1,84.1,41.8,42.2,35.3,73.7,88.5,True,True,26-27,Finance
2077,Mason,Smith,10B,1,32.8,53.0,77.9,81.1,92.6,61.3,True,True,27-28,Finance
2076,Harper,Walker,12B,1,59.6,58.4,92.4,37.5,80.6,64.3,True,False,27-28,Finance
2096,Amelia,Martin,10B,2,47.9,87.6,43.8,75.9,75.4,69.3,True,True,26-27,Finance
2170,Isabella,Walker,11B,2,68.1,50.6,33.1,91.0,87.8,60.3,True,True,25-26,Finance
2028,Amelia,White,11B,1,38.5,54.5,76.5,78.0,76.1,89.9,True,True,26-27,Finance
2151,Ava,Walker,10B,1,74.6,37.8,91.0,85.3,68.7,53.2,True,False,26-27,Finance
2185,Elijah,Harris,12B,1,95.3,32.8,70.8,30.7,83.8,83.6,True,False,26-27,Finance
2074,Isabella,Morgan,10B,1,95.3,38.9,33.4,32.8,79.6,66.8,True,False,25-26,Finance
2109,James,Lee,10B,2,61.8,88.3,99.2,54.8,79.3,52.6,True,False,27-28,Finance
2134,James,Morgan,11B,2,58.6,92.6,54.0,51.5,99.1,73.2,True,True,25-26,Finance
2132,Noah,Taylor,12B,1,47.6,89.5,84.1,71.4,68.6,75.3,True,False,26-27,Finance
2190,Lucas,Morgan,11B,1,75.8,95.4,66.3,47.6,94.7,73.4,True,True,25-26,Finance
2013,Sophia,Martin,12B,1,36.0,95.1,69.6,49.3,80.0,86.3,True,False,26-27,Finance
2018,Logan,Morgan,11B,2,65.6,96.2,98.3,74.7,92.6,87.8,True,False,25-26,Finance
2175,Liam,Martin,12B,2,53.8,77.7,78.9,66.4,76.0,87.4,True,False,25-26,Finance
2025,Lucas,Walker,11B,2,82.9,97.6,61.7,33.7,99.0,71.0,True,False,25-26,Finance
2037,Mason,Morgan,12B,2,65.2,86.8,44.8,88.9,73.1,95.1,True,True,27-28,Finance
2080,Emma,Johnson,10B,2,56.0,52.7,87.8,30.5,81.9,53.3,True,True,26-27,Finance
2148,Amelia,Smith,12B,2,38.5,45.2,36.7,57.9,92.4,41.1,False,True,27-28,Finance
2122,Benjamin,White,11B,1,31.8,88.2,71.4,93.9,78.7,45.9,True,True,27-28,Finance
2141,Sophia,Morgan,12B,1,37.5,45.2,68.5,69.6,68.9,89.1,True,False,25-26,Finance
3079,Sophia,Martin,12B,1,79.8,83.0,64.0,86.8,87.7,44.9,True,True,26-27,Bm
3115,Ethan,Walker,10B,1,77.8,37.1,77.3,36.3,79.4,41.3,True,True,25-26,Bm
3172,Lucas,Harris,12B,1,47.9,55.0,58.4,73.4,87.1,55.4,True,False,27-28,Bm
3063,Noah,Smith,11B,1,31.0,47.6,71.9,98.9,81.3,84.2,True,True,25-26,Bm
3053,Evelyn,White,11B,2,70.1,75.2,70.5,73.9,89.3,75.1,True,False,26-27,Bm
3131,Sophia,Martin,11B,2,46.6,94.3,99.6,49.2,60.4,55.1,True,True,27-28,Bm
3164,James,White,11B,1,50.4,95.0,45.9,53.3,76.2,91.1,True,False,26-27,Bm
3198,Sophia,Martin,10B,2,36.8,90.7,52.6,46.6,69.9,80.4,True,False,26-27,Bm
3004,Emma,White,11B,2,85.8,44.6,81.3,40.1,62.4,60.1,True,False,26-27,Bm
3156,Olivia,Taylor,11B,2,89.2,94.1,59.2,75.0,86.2,75.9,True,False,26-27,Bm
3001,Daniel,Brown,10B,2,93.2,91.9,81.8,34.1,96.1,42.9,True,False,27-28,Bm
3081,Evelyn,Walker,10B,1,57.2,41.5,89.8,49.4,70.1,60.2,True,False,27-28,Bm
3098,Emma,Lee,12B,1,68.6,46.1,90.8,71.8,60.9,57.5,True,True,27-28,Bm
3152,Liam,Brown,11B,2,62.4,68.0,40.4,89.5,87.7,89.5,True,False,27-28,Bm
3083,Olivia,Johnson,10B,2,91.8,58.5,38.4,46.4,84.4,50.4,True,False,26-27,Bm
3085,James,Smith,11B,2,80.3,76.4,62.1,31.6,61.6,98.3,True,False,25-26,Bm
3082,James,Morgan,11B,2,53.5,62.7,83.0,39.4,97.9,95.1,True,False,27-28,Bm
3163,Mia,Lee,12B,1,36.9,38.9,36.9,33.5,72.5,74.8,False,True,25-26,Bm
3045,Benjamin,Morgan,12B,2,70.4,68.6,86.1,45.8,81.3,48.7,True,False,25-26,Bm
3121,Mason,Walker,12B,1,52.4,99.6,97.7,65.0,89.4,64.5,True,False,27-28,Bm
3159,Alice,Walker,11B,1,78.3,90.6,92.4,85.8,79.0,61.2,True,True,26-27,Bm
3022,Harper,Morgan,12B,1,65.0,32.7,48.4,85.0,99.4,53.5,True,False,25-26,Bm
3039,Ava,Brown,12B,2,62.9,78.6,95.5,30.2,75.0,57.3,True,False,25-26,Bm
3057,Daniel,Harris,11B,1,49.3,47.0,75.2,35.2,99.2,66.9,True,False,25-26,Bm
3065,Emma,Walker,11B,2,79.4,58.0,31.2,33.1,72.4,87.5,True,False,26-27,Bm
3199,Ethan,Taylor,11B,1,41.5,90.0,67.5,74.4,93.0,57.8,True,False,25-26,Bm
3030,Benjamin,Taylor,12B,1,46.1,45.9,45.4,47.0,80.1,63.8,False,True,26-27,Bm
3191,Emma,Morgan,11B,2,34.1,33.4,82.6,73.2,83.4,56.6,True,False,25-26,Bm
3113,Olivia,Lee,10B,1,95.2,34.1,45.3,68.0,81.2,55.3,True,True,27-28,Bm
3138,Mason,Walker,12B,2,99.3,52.9,64.1,85.4,61.6,53.0,True,False,25-26,Bm
3015,Olivia,Johnson,10B,1,100.0,91.9,50.7,41.3,68.5,69.2,True,False,25-26,Bm
3059,Evelyn,Morgan,10B,2,51.9,45.6,92.6,86.0,71.0,89.1,True,False,25-26,Bm
3038,Evelyn,Morgan,10B,2,83.0,31.2,49.5,89.6,95.4,69.6,True,False,27-28,Bm
3130,Daniel,Johnson,11B,1,76.8,30.5,63.3,46.3,88.6,44.0,True,False,27-28,Bm
3142,Ava,Smith,10B,1,91.6,89.3,99.8,45.7,73.6,82.2,True,True,27-28,Bm
3003,Daniel,Martin,11B,1,33.4,77.1,35.0,52.0,98.9,87.6,False,False,27-28,Bm
3100,Lucas,Smith,12B,2,44.1,38.3,95.2,61.8,79.8,47.2,True,False,26-27,Bm
3154,Sophia,Martin,11B,2,64.5,94.3,34.1,75.7,65.0,72.0,True,False,26-27,Bm
3023,Logan,Martin,11B,1,97.7,71.1,32.8,58.9,60.3,86.6,True,False,25-26,Bm
3125,Harper,Lee,12B,2,90.1,52.7,56.4,72.4,61.1,81.5,True,False,27-28,Bm
3178,James,Johnson,10B,2,60.5,66.6,61.0,46.2,60.9,70.4,True,True,26-27,Bm
3087,Mason,Johnson,11B,2,74.8,81.9,33.8,59.6,65.4,85.0,True,True,25-26,Bm
3112,Alice,Walker,10B,2,45.1,39.4,33.5,98.8,67.7,59.0,True,False,26-27,Bm
3123,Amelia,Taylor,12B,2,58.3,73.6,54.6,72.6,69.9,49.0,True,True,27-28,Bm
3061,Sophia,Johnson,11B,1,60.3,59.3,36.1,86.9,68.9,74.5,True,True,26-27,Bm
3149,Elijah,Morgan,11B,1,46.3,54.2,67.6,74.0,65.7,95.9,True,False,26-27,Bm
3033,Amelia,Martin,10B,1,64.5,70.5,48.8,45.0,64.6,91.8,True,False,25-26,Bm
3197,Alice,White,11B,2,82.6,35.8,44.9,68.0,81.5,86.5,True,False,27-28,Bm
3019,Emma,Walker,12B,2,97.0,94.3,77.0,63.5,90.0,87.9,True,True,25-26,Bm
3024,Elijah,Smith,12B,1,30.8,75.8,64.1,98.6,65.0,97.8,True,False,27-28,Bm
3062,Sophia,Morgan,12B,2,69.7,37.5,37.0,38.3,64.7,42.5,False,True,26-27,Bm
3120,Harper,Martin,12B,1,51.9,83.9,58.5,96.5,60.5,62.4,True,True,25-26,Bm
3137,Sophia,Harris,11B,2,79.4,51.8,83.5,64.9,87.4,84.9,True,False,27-28,Bm
3150,Benjamin,Morgan,12B,2,83.1,30.5,96.6,41.5,74.9,67.1,True,True,25-26,Bm
3060,Ava,Walker,12B,2,97.5,86.6,68.0,89.9,98.4,92.4,True,True,26-27,Bm
3102,Alice,Martin,10B,2,71.2,42.2,84.0,64.8,64.6,42.9,True,True,27-28,Bm
3146,James,Taylor,12B,1,72.5,99.2,46.1,40.2,74.6,69.3,True,True,26-27,Bm
3176,Harper,White,12B,1,72.1,82.1,59.9,64.9,62.3,89.7,True,True,27-28,Bm
3017,Amelia,White,12B,1,50.2,60.4,31.9,38.8,91.9,76.5,False,False,25-26,Bm
3020,Emma,Harris,10B,1,33.4,38.1,39.0,95.0,65.0,94.8,True,True,26-27,Bm
3054,Noah,Smith,11B,1,81.3,43.0,99.3,56.3,91.1,83.7,True,False,26-27,Bm
3073,Harper,Brown,11B,2,86.2,90.0,56.4,51.0,95.9,99.7,True,True,27-28,Bm
3051,Olivia,Smith,11B,2,74.1,50.2,87.1,71.4,67.1,52.2,True,False,27-28,Bm
3048,Harper,Harris,11B,1,93.7,78.9,84.6,90.6,85.0,82.4,True,False,27-28,Bm
3046,Amelia,Brown,12B,1,59.7,85.9,36.8,89.6,81.8,80.2,True,True,25-26,Bm
3072,Elijah,Johnson,12B,2,82.4,33.6,33.3,47.0,65.3,45.8,False,True,26-27,Bm
3128,Ava,Lee,10B,1,85.9,52.5,35.7,67.7,69.8,94.9,True,True,26-27,Bm
3182,Liam,Martin,10B,1,89.3,84.8,46.5,43.0,76.2,72.3,True,False,25-26,Bm
3139,Ava,Brown,12B,2,62.2,35.9,77.8,73.4,64.0,79.4,True,False,25-26,Bm
3200,Isabella,Brown,12B,1,84.0,88.5,64.4,51.7,68.7,96.1,True,False,25-26,Bm
3118,Ava,Taylor,10B,2,75.9,94.6,50.5,60.1,72.3,82.8,True,True,26-27,Bm
3119,Lucas,Lee,12B,2,36.7,99.1,72.7,98.1,78.9,89.1,True,True,25-26,Bm
3086,Isabella,Brown,12B,1,71.2,49.6,84.7,65.9,75.3,98.1,True,False,26-27,Bm
3044,Mia,Johnson,10B,1,75.6,62.2,90.9,46.5,69.3,74.1,True,False,25-26,Bm
3167,Mason,Johnson,11B,1,64.5,83.2,82.6,96.3,72.6,58.3,True,True,27-28,Bm
3088,Logan,Taylor,11B,1,92.6,63.3,37.9,36.3,98.8,56.6,True,False,27-28,Bm
3165,Emma,Smith,11B,1,94.8,93.8,34.4,75.8,93.6,90.6,True,True,27-28,Bm
3101,Noah,Lee,10B,2,72.0,61.8,82.6,80.2,80.2,54.6,True,False,27-28,Bm
3091,Amelia,Smith,12B,2,51.9,42.6,72.1,37.3,93.3,68.4,True,False,27-28,Bm
3168,Mason,Taylor,12B,2,47.7,61.9,45.1,97.9,99.2,52.1,True,False,25-26,Bm
3036,Sophia,Brown,11B,2,77.6,91.0,44.5,79.8,87.5,79.9,True,True,25-26,Bm
3187,Logan,Walker,11B,1,82.3,43.5,41.0,43.9,61.2,56.0,True,False,25-26,Bm
3189,James,Taylor,10B,2,37.2,45.6,57.8,63.5,60.5,55.5,True,True,26-27,Bm
3035,Liam,Smith,11B,1,50.7,95.5,84.5,59.3,72.6,58.8,True,True,27-28,Bm
3104,Mia,White,11B,1,32.1,50.8,69.7,42.3,92.0,57.9,False,False,26-27,Bm
3169,Amelia,Martin,12B,1,45.1,82.0,52.4,82.3,66.5,71.4,True,False,27-28,Bm
3192,Amelia,Morgan,11B,1,78.5,68.9,37.1,32.0,61.8,84.9,True,True,26-27,Bm
3108,Mia,Taylor,11B,2,72.5,34.0,40.9,54.2,93.6,52.0,True,False,25-26,Bm
3070,Alice,Smith,10B,1,41.3,90.6,49.9,53.8,62.0,87.8,True,False,25-26,Bm
3097,Evelyn,Brown,10B,2,45.2,75.7,37.3,52.8,82.8,84.8,True,True,27-28,Bm
3052,Ethan,Taylor,10B,2,99.5,75.7,68.6,34.3,97.3,62.4,True,True,26-27,Bm
3177,Elijah,Johnson,12B,2,36.5,46.7,86.4,63.9,78.1,92.7,True,True,25-26,Bm
3007,Harper,Morgan,10B,2,35.7,72.6,63.2,75.7,82.7,79.3,True,True,25-26,Bm
3014,Isabella,Lee,12B,1,47.4,58.8,83.1,53.9,67.6,80.0,True,True,27-28,Bm
3107,Mason,Brown,11B,1,41.3,56.5,71.3,59.3,93.4,86.2,True,True,27-28,Bm
3171,Amelia,Johnson,12B,1,90.5,88.0,78.5,90.1,92.4,68.0,True,True,25-26,Bm
3093,Emma,Lee,12B,2,62.4,65.0,92.9,67.7,95.4,84.4,True,False,27-28,Bm
3173,James,Brown,12B,2,84.0,84.5,52.9,92.5,78.3,74.6,True,True,27-28,Bm
3161,Emma,Brown,10B,2,46.5,99.2,72.9,71.7,86.5,80.3,True,False,26-27,Bm
3049,Elijah,Taylor,10B,1,98.7,66.4,62.2,87.9,91.1,77.8,True,True,26-27,Bm
3144,Benjamin,Taylor,12B,2,93.3,90.7,61.5,85.3,86.7,63.1,True,True,27-28,Bm
3012,Daniel,Brown,10B,2,96.0,33.0,46.9,88.7,91.4,80.0,True,True,26-27,Bm
3055,James,Taylor,10B,1,66.4,35.4,39.1,52.4,66.2,54.9,False,False,27-28,Bm
3068,Alice,Taylor,12B,1,67.7,68.9,85.3,59.2,89.9,64.8,True,True,26-27,Bm
3071,Mia,Johnson,12B,1,92.6,67.7,79.6,38.1,85.6,79.6,True,True,26-27,Bm
3031,Ava,Johnson,11B,1,48.5,74.0,78.3,42.7,86.4,84.7,True,False,27-28,Bm
2000,Olivia,White,10B,1,80.7,64.8,96.0,80.7,75.0,58.6,True,True,27-28,Bm
3006,Sophia,White,10B,1,83.5,88.0,93.2,93.0,90.8,67.9,True,False,25-26,Bm
3043,Alice,Johnson,12B,2,62.4,58.0,32.7,89.1,77.0,89.3,True,True,26-27,Bm
3066,Benjamin,Morgan,10B,2,37.7,47.7,87.3,65.0,67.1,64.4,True,False,26-27,Bm
3026,Ethan,Lee,10B,1,89.4,68.2,72.3,59.4,61.4,69.0,True,False,26-27,Bm
3157,Harper,Walker,12B,2,43.5,41.1,52.6,82.3,75.2,71.1,True,False,27-28,Bm
3184,Olivia,Taylor,11B,2,78.1,59.0,98.5,92.4,66.4,70.8,True,True,27-28,Bm
3194,Ethan,Harris,12B,1,31.1,85.8,90.1,37.0,91.1,91.3,True,True,27-28,Bm
3135,Sophia,Lee,10B,1,57.0,44.0,65.2,59.6,75.1,97.0,True,True,25-26,Bm
3179,Olivia,Smith,10B,1,76.3,35.1,85.4,45.5,84.2,98.5,True,False,27-28,Bm
3186,Sophia,Morgan,12B,2,61.5,60.2,33.2,90.8,88.7,69.1,True,True,26-27,Bm
3114,Mia,Morgan,11B,1,68.7,87.4,91.0,99.2,85.1,57.3,True,True,25-26,Bm
3133,Ava,Smith,11B,2,55.8,58.6,95.5,82.7,78.9,55.4,True,False,27-28,Bm
3158,Mia,Walker,12B,2,60.0,88.0,53.9,92.3,67.0,90.0,True,True,25-26,Bm
3126,Noah,Walker,10B,2,95.0,92.5,60.8,35.9,80.6,96.0,True,True,26-27,Bm
3140,Lucas,Johnson,12B,1,48.4,46.2,59.2,58.8,61.0,65.5,True,False,25-26,Bm
3116,Liam,Johnson,12B,2,49.1,49.7,67.2,74.2,97.0,49.5,True,True,27-28,Bm
3195,Alice,Morgan,12B,2,62.6,39.6,38.0,37.4,96.6,91.6,False,True,25-26,Bm
3029,Lucas,Lee,11B,1,49.4,60.1,91.9,84.8,95.1,46.0,True,True,27-28,Bm
3124,Emma,Smith,11B,1,32.5,39.5,59.5,64.4,95.5,79.6,False,True,25-26,Bm
3009,Liam,Brown,11B,1,45.5,55.8,55.4,58.2,75.5,51.0,True,True,27-28,Bm
3162,Harper,Johnson,11B,2,56.4,68.4,85.5,66.8,99.4,62.9,True,True,26-27,Bm
3155,Isabella,Lee,10B,2,77.4,62.7,73.2,44.8,69.5,70.3,True,False,26-27,Bm
3188,Mia,Walker,12B,2,83.4,45.3,60.0,71.4,63.5,65.5,True,False,27-28,Bm
3084,Lucas,Lee,11B,1,54.3,88.6,77.6,79.5,84.0,52.3,True,False,25-26,Bm
3092,Ava,Johnson,11B,2,68.7,63.1,61.3,71.7,85.2,70.2,True,True,26-27,Bm
